         15646332 function calls (15627432 primitive calls) in 59.293 seconds

   Ordered by: cumulative time
   List reduced from 632 to 150 due to restriction <150>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    76/57    0.130    0.002   59.417    1.042 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000   59.299   19.766 threading.py:1117(join)
        3    0.000    0.000   59.249   19.750 threading.py:1155(_wait_for_tstate_lock)
      3/1    0.000    0.000   59.248   59.248 threading.py:1018(_bootstrap)
      3/1    0.000    0.000   59.248   59.248 threading.py:1058(_bootstrap_inner)
      3/1    0.000    0.000   59.248   59.248 threading.py:1001(run)
        1    0.000    0.000   59.248   59.248 CPU_utilization_logger.py:88(monitor)
        1    0.004    0.004   59.248   59.248 Training.py:339(_start_training)
      200    0.759    0.004   59.221    0.296 Training.py:165(_evaluate_split)
      200    0.080    0.000   58.181    0.291 evaluate.py:36(evaluate)
      600    0.013    0.000   51.309    0.086 dataloader.py:728(__next__)
      600    0.004    0.000   51.199    0.085 dataloader.py:787(_next_data)
      400    0.013    0.000   51.141    0.128 fetch.py:47(fetch)
      400    0.013    0.000   51.111    0.128 node_loader.py:143(collate_fn)
   105800    0.069    0.000   50.302    0.000 _common.py:191(inner)
   101800    0.138    0.000   50.096    0.000 result.py:392(__iter__)
   102800    0.131    0.000   49.918    0.000 _bolt.py:849(fetch_message)
   102800    0.166    0.000   48.538    0.000 _common.py:76(pop)
      400    0.007    0.000   47.681    0.119 node_loader.py:154(filter_fn)
      400    0.010    0.000   47.407    0.119 utils.py:209(filter_custom_store)
      400    0.027    0.000   46.991    0.117 feature_store.py:344(multi_get_tensor)
      400    2.664    0.007   46.913    0.117 Neo4jFS.py:136(_multi_get_tensor)
      400    0.005    0.000   43.839    0.110 Neo4jFS.py:247(_get_both_from_db)
      400    0.171    0.000   43.834    0.110 Neo4jFS.py:254(_get_both_from_db_java)
   102800    0.233    0.000   38.240    0.000 _common.py:47(_buffer_one_chunk)
   339600    0.462    0.000   37.918    0.000 _common.py:334(receive_into_buffer)
   339978    0.213    0.000   37.343    0.000 _bolt_socket.py:460(recv_into)
   339978    0.267    0.000   36.893    0.000 _bolt_socket.py:389(_wait_for_read)
   340978    0.242    0.000   36.663    0.000 _bolt_socket.py:409(_wait_for_io)
   339978   36.077    0.000   36.077    0.000 {method 'recv_into' of '_socket.socket' objects}
   102800    0.441    0.000    9.940    0.000 __init__.py:289(unpack)
   102800    9.538    0.000    9.538    0.000 {built-in method neo4j._rust.codec.packstream.v1.unpack}
      200    0.061    0.000    5.401    0.027 Neo4jAbstractGS.py:88(get_split)
      400    0.106    0.000    3.431    0.009 Neo4jJavaNeighborSampler.py:53(sample_from_nodes)
      400    0.013    0.000    2.792    0.007 Neo4jAbstractGS.py:113(sample_from_nodes)
 3600/800    0.017    0.000    1.346    0.002 module.py:1747(_wrapped_call_impl)
 3600/800    0.028    0.000    1.343    0.002 module.py:1755(_call_impl)
     1000    0.015    0.000    1.342    0.001 session.py:254(run)
      400    0.007    0.000    1.303    0.003 GCN.py:17(forward)
   102800    0.144    0.000    1.226    0.000 _bolt6.py:504(_process_message)
      800    0.047    0.000    1.226    0.002 gcn_conv.py:227(forward)
     1000    0.011    0.000    1.197    0.001 result.py:180(_run)
107800/105800    0.078    0.000    0.865    0.000 util.py:102(callback)
   100800    0.077    0.000    0.862    0.000 _common.py:241(on_records)
     1000    0.003    0.000    0.828    0.001 result.py:434(_attach)
   108800    0.144    0.000    0.808    0.000 _common.py:185(__getattr__)
