         19336551 function calls (19311453 primitive calls) in 63.607 seconds

   Ordered by: cumulative time
   List reduced from 644 to 150 due to restriction <150>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    18/16    0.002    0.000   91.071    5.692 threading.py:637(wait)
    80/61    0.203    0.003   64.630    1.060 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000   63.613   21.204 threading.py:1117(join)
        3    0.000    0.000   63.563   21.188 threading.py:1155(_wait_for_tstate_lock)
      3/1    0.000    0.000   63.562   63.562 threading.py:1018(_bootstrap)
      3/1    0.000    0.000   63.562   63.562 threading.py:1058(_bootstrap_inner)
      3/1    0.000    0.000   63.562   63.562 threading.py:1001(run)
      200    0.518    0.003   62.896    0.314 Training.py:165(_evaluate_split)
      200    0.101    0.001   62.367    0.312 evaluate.py:36(evaluate)
      600    0.013    0.000   51.545    0.086 dataloader.py:728(__next__)
      600    0.004    0.000   51.348    0.086 dataloader.py:787(_next_data)
      400    0.014    0.000   51.316    0.128 fetch.py:47(fetch)
      400    0.012    0.000   51.295    0.128 node_loader.py:143(collate_fn)
      400    0.008    0.000   47.653    0.119 node_loader.py:154(filter_fn)
   105800    0.069    0.000   47.423    0.000 _common.py:191(inner)
      400    0.010    0.000   47.153    0.118 utils.py:209(filter_custom_store)
      400    0.021    0.000   47.081    0.118 feature_store.py:344(multi_get_tensor)
      400    2.418    0.006   47.011    0.118 Neo4jFS.py:136(_multi_get_tensor)
   102800    0.130    0.000   46.411    0.000 _bolt.py:849(fetch_message)
   101800    0.138    0.000   45.858    0.000 result.py:392(__iter__)
   102800    0.157    0.000   45.035    0.000 _common.py:76(pop)
      400    2.955    0.007   44.302    0.111 Neo4jPreAggFeatureStore.py:225(_get_both_from_db)
      400    0.404    0.001   41.286    0.103 Neo4jPreAggFeatureStore.py:335(_fetch_sampled_gcnnorm_bundle)
   102800    0.222    0.000   37.803    0.000 _common.py:47(_buffer_one_chunk)
   321600    0.445    0.000   37.499    0.000 _common.py:334(receive_into_buffer)
   321633    0.207    0.000   36.939    0.000 _bolt_socket.py:460(recv_into)
   321633    0.257    0.000   36.446    0.000 _bolt_socket.py:389(_wait_for_read)
   322633    0.236    0.000   36.229    0.000 _bolt_socket.py:409(_wait_for_io)
   321633   35.651    0.000   35.651    0.000 {method 'recv_into' of '_socket.socket' objects}
    17/15    0.002    0.000   21.050    1.403 threading.py:323(wait)
        1    0.000    0.000    8.330    8.330 CPU_utilization_logger.py:88(monitor)
        1    0.001    0.001    8.330    8.330 Training.py:339(_start_training)
   102800    0.692    0.000    6.928    0.000 __init__.py:289(unpack)
   102800    6.282    0.000    6.282    0.000 {built-in method neo4j._rust.codec.packstream.v1.unpack}
      200    0.064    0.000    5.347    0.027 Neo4jAbstractGS.py:88(get_split)
      400    1.809    0.005    4.225    0.011 evaluate.py:10(_get_model_kwargs)
      400    0.039    0.000    3.517    0.009 Neo4jJavaNeighborSampler.py:53(sample_from_nodes)
      400    0.014    0.000    2.993    0.007 Neo4jAbstractGS.py:113(sample_from_nodes)
